workbookRepoUrl,title,defaultViewName,viewCount,numberOfFavorites,authorDisplayName,authorProfileName,defaultViewRepoUrl,profileName,VOTD_flag
YouAreLovedDataPride-Back2VizBasics,You Are Loved | #DataPride - Back 2 Viz Basics,YouAreLoved,113,1,Shreya Arya,shreya.arya,YouAreLovedDataPride-Back2VizBasics/sheets/YouAreLoved,shreya.arya,
UKCerealProduction1hourVersionMakeoverMonday,UK Cereal Production (1 hour version) | Makeover Monday,UKCerealProduction,195,2,Shreya Arya,shreya.arya,UKCerealProduction1hourVersionMakeoverMonday/sheets/UKCerealProduction,shreya.arya,
AffordablefunthingstodoinLasVegasBack2VizBasics,Affordable & fun things to do in Las Vegas | Back 2 Viz Basics,LasVegas,136,0,Shreya Arya,shreya.arya,AffordablefunthingstodoinLasVegasBack2VizBasics/sheets/LasVegas,shreya.arya,
MediaFreedom1hourversionMakeoverMonday,Media Freedom (1 hour version) | Makeover Monday,MediaFreedom,101,0,Shreya Arya,shreya.arya,MediaFreedom1hourversionMakeoverMonday/sheets/MediaFreedom,shreya.arya,
MakeoverMondayDatasetsMakeoverMonday,#MakeoverMonday Datasets (1 hour version) | Makeover Monday,MakeoverMonday,132,1,Shreya Arya,shreya.arya,MakeoverMondayDatasetsMakeoverMonday/sheets/MakeoverMonday,shreya.arya,
AtMinimumWageorbelow1hourversionMakeoverMonday,At Minimum Wage or below (1 hour version) | Makeover Monday,MinimumWage,87,0,Shreya Arya,shreya.arya,AtMinimumWageorbelow1hourversionMakeoverMonday/sheets/MinimumWage,shreya.arya,
FinalBossRuneFactory4SpecialGamesNightViz,Final Boss (Rune Factory 4 Special) | #GamesNightViz,FinalBoss,116,0,Shreya Arya,shreya.arya,FinalBossRuneFactory4SpecialGamesNightViz/sheets/FinalBoss,shreya.arya,
DoesyourcountryproducemoreTomatoesorPotatoes1hourversionMakeoverMonday,Does your country produce more Tomatoes or Potatoes? (1 hour version) | Makeover Monday,TomatoesorPotatoes,170,0,Shreya Arya,shreya.arya,DoesyourcountryproducemoreTomatoesorPotatoes1hourversionMakeoverMonday/sheets/TomatoesorPotatoes,shreya.arya,
Whatisthemeaningofvalentinesday1hourversionMakeoverMonday_16817222169550,What is the meaning of valentine's day? (1 hour version) | Makeover Monday,Valentine,111,0,Shreya Arya,shreya.arya,Whatisthemeaningofvalentinesday1hourversionMakeoverMonday_16817222169550/sheets/Valentine,shreya.arya,
CheapestProteinSources1hourversionMakeoverMonday,Cheapest Protein Sources (1 hour version) | Makeover Monday,Protein,138,0,Shreya Arya,shreya.arya,CheapestProteinSources1hourversionMakeoverMonday/sheets/Protein,shreya.arya,
EndometriosisIVFOutcomesProjectHealthViz_16799124190840,Endometriosis IVF Outcomes | #ProjectHealthViz,Introduction,421,2,Shreya Arya,shreya.arya,EndometriosisIVFOutcomesProjectHealthViz_16799124190840/sheets/Introduction,shreya.arya,
FemaleNobelPrizeLaureatesBack2VizBasics,Female Nobel Prize Laureates | Back 2 Viz Basics,Inspirational,464,16,Shreya Arya,shreya.arya,FemaleNobelPrizeLaureatesBack2VizBasics/sheets/Inspirational,shreya.arya,
High-StreetCoffeeMakeoverMonday,High-Street Coffee | Makeover Monday,Coffee,186,1,Shreya Arya,shreya.arya,High-StreetCoffeeMakeoverMonday/sheets/Coffee,shreya.arya,
CostofaDozenRedRosesBack2VizBasics,Cost of a Dozen Red Roses | Back 2 Viz Basics,aDozenRedRoses,186,0,Shreya Arya,shreya.arya,CostofaDozenRedRosesBack2VizBasics/sheets/aDozenRedRoses,shreya.arya,
AfricanAmericanMuseumsBack2VizBasics,African American Museums | Back 2 Viz Basics,AfricanAmericanMuseums,4269,47,Shreya Arya,shreya.arya,AfricanAmericanMuseumsBack2VizBasics/sheets/AfricanAmericanMuseums,shreya.arya,VOTD
DomesticTravelinChinafortheLunarNewYearBack2VizBasics,Domestic Travel in China for the Lunar New Year | Back 2 Viz Basics,SpringFestival,758,17,Shreya Arya,shreya.arya,DomesticTravelinChinafortheLunarNewYearBack2VizBasics/sheets/SpringFestival,shreya.arya,
SpartacusGayTravelIndex2021MakeoverMonday,Spartacus Gay Travel Index 2021 | Makeover Monday,Dashboard12,100,0,Shreya Arya,shreya.arya,SpartacusGayTravelIndex2021MakeoverMonday/sheets/Dashboard12,shreya.arya,
RadiativeForcingMakeoverMonday,Radiative Forcing | Makeover Monday,RadiativeForcing,181,2,Shreya Arya,shreya.arya,RadiativeForcingMakeoverMonday/sheets/RadiativeForcing,shreya.arya,
ReligionintheUKMakeoverMonday,Religion in the UK | Makeover Monday,Overall,225,3,Shreya Arya,shreya.arya,ReligionintheUKMakeoverMonday/sheets/Overall,shreya.arya,
WhichcountriesgetthemostpaidvacationdaysMakeoverMonday,Which countries get the most paid vacation days? | Makeover Monday,WhichcountrygetsthemostPAIDvacations,155,1,Shreya Arya,shreya.arya,WhichcountriesgetthemostpaidvacationdaysMakeoverMonday/sheets/WhichcountrygetsthemostPAIDvacations,shreya.arya,
MicroplasticsinUKcontinentalshelfseas_16690430164510,Microplastics in UK continental shelf seas,MPsDashboard,117,1,Shreya Arya,shreya.arya,MicroplasticsinUKcontinentalshelfseas_16690430164510/sheets/MPsDashboard,shreya.arya,
IrisFlower_16672744829480,Iris Flower,IrisFlower,219,2,Shreya Arya,shreya.arya,IrisFlower_16672744829480/sheets/IrisFlower,shreya.arya,
MicroplasticsintheRiverThamesBasinUK,"Microplastics in the River Thames Basin, UK",Dashboard3,343,1,Shreya Arya,shreya.arya,MicroplasticsintheRiverThamesBasinUK/sheets/Dashboard3,shreya.arya,
RestaurantChainsUSV2,Restaurants in the U.S.,1_1_MapAnalytics,1148,3,Shreya Arya,shreya.arya,RestaurantChainsUSV2/sheets/1_1_MapAnalytics,shreya.arya,
EmailCampaignsDashboard,Email Campaigns Dashboard #VOTD,EmailCampaignsDB,14936,324,Serena Purslow,serena.purslow,EmailCampaignsDashboard/sheets/EmailCampaignsDB,serena.purslow,VOTD
WOW2023Week16-CanyoubuildaTextTable,WOW2023 Week 16 - Can you build a Text Table?,texttabledashboard,261,14,Serena Purslow,serena.purslow,WOW2023Week16-CanyoubuildaTextTable/sheets/texttabledashboard,serena.purslow,
RegionalChangesinAverageTemperatures1995-2019,"Regional Changes in Average Temperatures, 1995-2019",RegionalChange,98,3,Serena Purslow,serena.purslow,RegionalChangesinAverageTemperatures1995-2019/sheets/RegionalChange,serena.purslow,
SuperstoreSalesOverviewDashboard_16817475061410,Superstore Sales Overview Dashboard,ExecOverview,27415,400,Serena Purslow,serena.purslow,SuperstoreSalesOverviewDashboard_16817475061410/sheets/ExecOverview,serena.purslow,
GlobalTrends-GenderInequalityIndex,Global Trends - Gender Inequality Index,GlobalTrends,875,25,Serena Purslow,serena.purslow,GlobalTrends-GenderInequalityIndex/sheets/GlobalTrends,serena.purslow,
WOW2023Week13_16801704595440,WOW2023 Week 13,Dashboard,99,1,Serena Purslow,serena.purslow,WOW2023Week13_16801704595440/sheets/Dashboard,serena.purslow,
MakeoverMonday2023Week13,Makeover Monday 2023 Week 13,MoM2312,119,1,Serena Purslow,serena.purslow,MakeoverMonday2023Week13/sheets/MoM2312,serena.purslow,
BuildingChartswithSuperstore,Building Charts with Superstore,CHARTCHOICE,280,2,Serena Purslow,serena.purslow,BuildingChartswithSuperstore/sheets/CHARTCHOICE,serena.purslow,
WOW2022Week36-MarrimekoChart,WOW2022 Week 36 - Marrimeko Chart,MarimekkoDashboard,33,0,Serena Purslow,serena.purslow,WOW2022Week36-MarrimekoChart/sheets/MarimekkoDashboard,serena.purslow,
WOW2022Week32_16788073199400,WOW2022 Week 32,dumbelldashboard,59,0,Serena Purslow,serena.purslow,WOW2022Week32_16788073199400/sheets/dumbelldashboard,serena.purslow,
MakeoverMonday2023Week11,Makeover Monday 2023 Week 11,BasketballHeight,211,0,Serena Purslow,serena.purslow,MakeoverMonday2023Week11/sheets/BasketballHeight,serena.purslow,
WOW2023Week7_16784650357680,WOW2023 Week 7,Dashboard1,45,0,Serena Purslow,serena.purslow,WOW2023Week7_16784650357680/sheets/Dashboard1,serena.purslow,
WOW2023Week8_16784606161690,WOW 2023 Week 8,Dashboard1,36,2,Serena Purslow,serena.purslow,WOW2023Week8_16784606161690/sheets/Dashboard1,serena.purslow,
MakeoverMonday2023Week9-TableauandPowerBI,Makeover Monday 2023 Week 9 - Tableau and Power BI,MOMCoffee,40,1,Serena Purslow,serena.purslow,MakeoverMonday2023Week9-TableauandPowerBI/sheets/MOMCoffee,serena.purslow,
MakeoverMonday2023Week10,Makeover Monday 2023 Week 10,MeatProductionMOMDashboard,89,2,Serena Purslow,serena.purslow,MakeoverMonday2023Week10/sheets/MeatProductionMOMDashboard,serena.purslow,
KickstarterKPIDashboard_16778523756450,Kickstarter KPI Dashboard - Mobile Compatible,KickstarterSuccessDashboard,227,2,Serena Purslow,serena.purslow,KickstarterKPIDashboard_16778523756450/sheets/KickstarterSuccessDashboard,serena.purslow,
Marvel-AMansWorld,Marvel - A Man's World?,MarvelDashboard,96,1,Serena Purslow,serena.purslow,Marvel-AMansWorld/sheets/MarvelDashboard,serena.purslow,
WomensReproductiveHealthGlobally,Women's Reproductive Health Globally,Dashboard1,63,1,Serena Purslow,serena.purslow,WomensReproductiveHealthGlobally/sheets/Dashboard1,serena.purslow,
MakeoverMonday2023W8,Makeover Monday 2023 W8,Dashboard1,138,2,Serena Purslow,serena.purslow,MakeoverMonday2023W8/sheets/Dashboard1,serena.purslow,
MakeoverMonday2023Week5_16751002704470,Makeover Monday 2023 W5,Dashboard12,119,2,Serena Purslow,serena.purslow,MakeoverMonday2023Week5_16751002704470/sheets/Dashboard12,serena.purslow,
MakeoverMonday2023W4,Makeover Monday 2023 W4,Dashboard1,65,0,Serena Purslow,serena.purslow,MakeoverMonday2023W4/sheets/Dashboard1,serena.purslow,
WOW2023Week2_16740632003850,WOW2023 Week 2,Dashboard1,53,0,Serena Purslow,serena.purslow,WOW2023Week2_16740632003850/sheets/Dashboard1,serena.purslow,
MakeoverMonday2023W1,Makeover Monday 2023 W1,Dashboard2,52,0,Serena Purslow,serena.purslow,MakeoverMonday2023W1/sheets/Dashboard2,serena.purslow,
WOW2022W52_16723359094410,WOW 2022 W52,SQUARE,47,0,Serena Purslow,serena.purslow,WOW2022W52_16723359094410/sheets/SQUARE,serena.purslow,
MakeoverMondayW52_16722552977450,Makeover Monday W52,Dashboard12,35,0,Serena Purslow,serena.purslow,MakeoverMondayW52_16722552977450/sheets/Dashboard12,serena.purslow,
InternalProjectMarkettingDashboardEmailsandCampaigns,Internal Project | Marketing Dashboard | Emails and Campaigns,emailscampaigns2,161,7,Serena Purslow,serena.purslow,InternalProjectMarkettingDashboardEmailsandCampaigns/sheets/emailscampaigns2,serena.purslow,
WOW2021W46_16716436257470,WOW 2021 W46,Dashboard1,39,1,Serena Purslow,serena.purslow,WOW2021W46_16716436257470/sheets/Dashboard1,serena.purslow,
WOW2020W5_16715563377090,WOW 2020 W5,Dashboard1,39,3,Serena Purslow,serena.purslow,WOW2020W5_16715563377090/sheets/Dashboard1,serena.purslow,
WOWW12_16715462211120,WOW 2022 W12,Dashboard1,56,1,Serena Purslow,serena.purslow,WOWW12_16715462211120/sheets/Dashboard1,serena.purslow,
MakeoverMondayW51_16714616762700,Makeover Monday W51,Dashboard1,44,0,Serena Purslow,serena.purslow,MakeoverMondayW51_16714616762700/sheets/Dashboard1,serena.purslow,
MakeoverMondayW50,MakeoverMonday W50,Dashboard2,88,0,Serena Purslow,serena.purslow,MakeoverMondayW50/sheets/Dashboard2,serena.purslow,
MakeOverMondayW47,MakeoverMonday W47,Dashboard1,123,0,Serena Purslow,serena.purslow,MakeOverMondayW47/sheets/Dashboard1,serena.purslow,
MakeOverMondayW49AfterDesignFeedback,Makeover Monday W49 (After Design Feedback),Dashboard1,31,0,Serena Purslow,serena.purslow,MakeOverMondayW49AfterDesignFeedback/sheets/Dashboard1,serena.purslow,
MakeOverMondayW49,Makeover Monday W49,Dashboard1,38,0,Serena Purslow,serena.purslow,MakeOverMondayW49/sheets/Dashboard1,serena.purslow,
MakeoverMondayW48,Makeover Monday W48,Dashboard1,95,0,Serena Purslow,serena.purslow,MakeoverMondayW48/sheets/Dashboard1,serena.purslow,
ApplicationVizRe-Do,Application Viz Re-Do,Dashboard2,25,0,Serena Purslow,serena.purslow,ApplicationVizRe-Do/sheets/Dashboard2,serena.purslow,
DSPresentationW3-FIFAWorldcups,DS Presentation W3 - FIFA Worldcups,Dashboard,105,0,Serena Purslow,serena.purslow,DSPresentationW3-FIFAWorldcups/sheets/Dashboard,serena.purslow,
MakeOverMondayW46,Makeover Monday W46,Dashboard1,61,0,Serena Purslow,serena.purslow,MakeOverMondayW46/sheets/Dashboard1,serena.purslow,
Makeovermonday081122,Makeover Monday W45,Dashboard1,63,0,Serena Purslow,serena.purslow,Makeovermonday081122/sheets/Dashboard1,serena.purslow,
MakeoverMondayPractice_16677569746530,Makeover Monday W36,Dashboard1,41,0,Serena Purslow,serena.purslow,MakeoverMondayPractice_16677569746530/sheets/Dashboard1,serena.purslow,
DS35FinalVizAustralianSharkAttacks,DS35 Application Final Viz | Australian Shark Attacks,FinalViz,154,0,Serena Purslow,serena.purslow,DS35FinalVizAustralianSharkAttacks/sheets/FinalViz,serena.purslow,
TFLSexualAssaultandHarassment2018,Practicing with Tableau: TFL Sexual Assault and Harassment 2018,Dashboard1,50,0,Serena Purslow,serena.purslow,TFLSexualAssaultandHarassment2018/sheets/Dashboard1,serena.purslow,
EnvironmentalVotingintheUSSenateDifferentColourScheme,DS35 Application | Environmental Voting in the US Senate | Second Draft,NEWDashboard,97,0,Serena Purslow,serena.purslow,EnvironmentalVotingintheUSSenateDifferentColourScheme/sheets/NEWDashboard,serena.purslow,
PreEditEnvironmentalVotingintheUSSenate,First Draft | DS35 Application | Environmental Voting in the US Senate,OLDDashboard,43,0,Serena Purslow,serena.purslow,PreEditEnvironmentalVotingintheUSSenate/sheets/OLDDashboard,serena.purslow,
EnvironmentalVotingintheUSA,Environmental Voting in the USA,Dashboard5,48,0,Serena Purslow,serena.purslow,EnvironmentalVotingintheUSA/sheets/Dashboard5,serena.purslow,
Temperatureanomalydifference-Australia,Temperature anomaly difference - Australia #VOTD,Dashboard2,6500,98,Rushil Chhibber,rush1056,Temperatureanomalydifference-Australia/sheets/Dashboard2,rush1056,VOTD
GlobalcomparisonofPotatoTomatoproduction,Global comparison of Potato & Tomato production| #MakeoverMonday,Dashboard12,77,0,Rushil Chhibber,rush1056,GlobalcomparisonofPotatoTomatoproduction/sheets/Dashboard12,rush1056,
GlobalcerealproductionMakeoverMondaywk24,Global cereal production | #MakeoverMonday wk24,Dashboard1,48,1,Rushil Chhibber,rush1056,GlobalcerealproductionMakeoverMondaywk24/sheets/Dashboard1,rush1056,
MelbournePedestrians_MakeoverMondayWk232023,"Melbourne Pedestrians_ #MakeoverMonday Wk 23, 2023",Dashboard2,101,1,Rushil Chhibber,rush1056,MelbournePedestrians_MakeoverMondayWk232023/sheets/Dashboard2,rush1056,
FDAProductRecallsMakeoverMondayWk212023,"FDA Product Recalls: #MakeoverMonday Wk 21, 2023",Dashboard1,69,0,Rushil Chhibber,rush1056,FDAProductRecallsMakeoverMondayWk212023/sheets/Dashboard1,rush1056,
PressFreedom-MakeoverMondayWk202023,Press Freedom - MakeoverMonday Wk 20 2023,Dashboard1,178,4,Rushil Chhibber,rush1056,PressFreedom-MakeoverMondayWk202023/sheets/Dashboard1,rush1056,
MakeoverMondayMetadataAnalysisMakeoverMonday2023Wk19,"Makeover Monday Metadata Analysis: #MakeoverMonday 2023, Wk19",Dashboard1,45,0,Rushil Chhibber,rush1056,MakeoverMondayMetadataAnalysisMakeoverMonday2023Wk19/sheets/Dashboard1,rush1056,
USWorkersearningMinimumWageorLessMakeoverMondaywk18,US Workers earning Minimum Wage or Less | #MakeoverMonday wk18,Dashboard1,24,0,Rushil Chhibber,rush1056,USWorkersearningMinimumWageorLessMakeoverMondaywk18/sheets/Dashboard1,rush1056,
USWindTurbinesMakeoverMonday2023W12,US Wind Turbines (#MakeoverMonday 2023/W12),Dashboard1,127,0,Rushil Chhibber,rush1056,USWindTurbinesMakeoverMonday2023W12/sheets/Dashboard1,rush1056,
Howmuchcaffeineareyougetting-MakeoverMondayWeek9,How much caffeine are you getting? - #MakeoverMonday Week 9,Dashboard1,46,0,Rushil Chhibber,rush1056,Howmuchcaffeineareyougetting-MakeoverMondayWeek9/sheets/Dashboard1,rush1056,
MakeoverMonday2023W3USAMigrationPatterns,#MakeoverMonday 2023/W3: USA Migration Patterns,Dashboard1,98,1,Rushil Chhibber,rush1056,MakeoverMonday2023W3USAMigrationPatterns/sheets/Dashboard1,rush1056,
COP26-Viz4ClimateAction,"Climate Change & World Electricity Use, A concerning outlook: for COP26 #Viz4ClimateAction",Dashboard12,491,3,Rushil Chhibber,rush1056,COP26-Viz4ClimateAction/sheets/Dashboard12,rush1056,
UnitedNationsSDGGoal16,"United Nations SDG Goal 16: Peace, Justice & Strong Institutions | #TheSDGVizProject",Dashboard1,182,0,Rushil Chhibber,rush1056,UnitedNationsSDGGoal16/sheets/Dashboard1,rush1056,
UNSustainableDevelopmentGoal15ProtectRestoreTerrestrialSystems,UN Sustainable Development Goal 15: Protect & Restore Terrestrial Systems | #TheSDGVizProject,Dashboard1,165,0,Rushil Chhibber,rush1056,UNSustainableDevelopmentGoal15ProtectRestoreTerrestrialSystems/sheets/Dashboard1,rush1056,
UNSustainableDevelopmentGoal14Conserveoceansseasmarineresources,"UN Sustainable Development Goal 14: Conserve oceans, seas, marine resources | #TheSDGVizProject",Dashboard1,240,0,Rushil Chhibber,rush1056,UNSustainableDevelopmentGoal14Conserveoceansseasmarineresources/sheets/Dashboard1,rush1056,
SDGSwk13,UN Sustainable Development Goal: 13 Take urgent action to combat climate change and its impacts | #TheSDGVizProject,Dashboard1,256,0,Rushil Chhibber,rush1056,SDGSwk13/sheets/Dashboard1,rush1056,
SDGSwk12,UN Sustainable Development Goal 12: Responsible Consumption and Production | #TheSDGVizProject,Dashboard1,343,1,Rushil Chhibber,rush1056,SDGSwk12/sheets/Dashboard1,rush1056,
Week11_16096387617520,United Nations Sustainable Development Goal 11: Sustainable Cities and Communities | #TheSDGVizProject,Dashboard1,147,1,Rushil Chhibber,rush1056,Week11_16096387617520/sheets/Dashboard1,rush1056,
Goal9,United Nations Sustainable Development Goal: 9 | #TheSDGVizProject,Dashboard1,178,1,Rushil Chhibber,rush1056,Goal9/sheets/Dashboard1,rush1056,
Goal8,United Nations Sustainable Development Goal 8 - Decent Work & Economic Growth | #TheSDGVizProject,Dashboard1,183,0,Rushil Chhibber,rush1056,Goal8/sheets/Dashboard1,rush1056,
SDGSGoal7CleanandAffordableEnergy,United Nations Sustainable Development Goal 7: Clean and Affordable Energy | #TheSDGVizProject,Dashboard1,234,2,Rushil Chhibber,rush1056,SDGSGoal7CleanandAffordableEnergy/sheets/Dashboard1,rush1056,
Isittimetotreatsugarlikesmoking_15805340922760,Is it time to treat sugar like smoking?,Dashboard1,67,1,Rushil Chhibber,rush1056,Isittimetotreatsugarlikesmoking_15805340922760/sheets/Dashboard1,rush1056,
UNSustainableDevelopmentGoal17_PartnershipsfortheGoals,UN Sustainable Development Goal 17: Partnerships for the Goals | #TheSDGVizProject,Dashboard1,154,0,Rushil Chhibber,rush1056,UNSustainableDevelopmentGoal17_PartnershipsfortheGoals/sheets/Dashboard1,rush1056,
AsylumapplicationstoEurope,Asylum applications to Europe,FinalDashboard,186,4,Rushil Chhibber,rush1056,AsylumapplicationstoEurope/sheets/FinalDashboard,rush1056,
2021wk5,EU Power Sector in 2020,Dashboard1,160,0,Rushil Chhibber,rush1056,2021wk5/sheets/Dashboard1,rush1056,
GlobalWarming_16112645653140,Global Warming,Dashboard1,397,4,Rushil Chhibber,rush1056,GlobalWarming_16112645653140/sheets/Dashboard1,rush1056,
GHGEmissionsacrossFoodSupplyChain,GHG Emissions across Food Supply Chain,Dashboard1,103,3,Rushil Chhibber,rush1056,GHGEmissionsacrossFoodSupplyChain/sheets/Dashboard1,rush1056,
TheUSAlagsbehindotheragriculturalnationsinbanningharmfulpesticides__15801088831860,The USA lags behind other agricultural nations in banning harmful pesticides.,Dashboard1,32,0,Rushil Chhibber,rush1056,TheUSAlagsbehindotheragriculturalnationsinbanningharmfulpesticides__15801088831860/sheets/Dashboard1,rush1056,
Book1_15615170754790,Alcohol Consumption By Country,Dashboard1,118,1,Rushil Chhibber,rush1056,Book1_15615170754790/sheets/Dashboard1,rush1056,
CO2_15598725652120,Per Capita CO2 Emissions of countries and regions explored,Dashboard1,178,2,Rushil Chhibber,rush1056,CO2_15598725652120/sheets/Dashboard1,rush1056,
Spacewalkers_15585934394700,Spacewalkers,Dashboard1,88,1,Rushil Chhibber,rush1056,Spacewalkers_15585934394700/sheets/Dashboard1,rush1056,
StephCurryPopcornRatings_15560226558370,Steph Curry Popcorn Ratings,Dashboard1,67,0,Rushil Chhibber,rush1056,StephCurryPopcornRatings_15560226558370/sheets/Dashboard1,rush1056,
Fistulaupdated,Operation Fistula,Dashboard1,137,1,Rushil Chhibber,rush1056,Fistulaupdated/sheets/Dashboard1,rush1056,
Windfarmtest,"Wind energy USA, 2018",Dashboard2,132,2,Rushil Chhibber,rush1056,Windfarmtest/sheets/Dashboard2,rush1056,
Holidays_7,Holidays,Dashboard1,121,1,Rushil Chhibber,rush1056,Holidays_7/sheets/Dashboard1,rush1056,
DESIIndexRadialStackedBarChart,DESI Index: Radial Stacked Bar Chart,Dashboard1,382,2,Rushil Chhibber,rush1056,DESIIndexRadialStackedBarChart/sheets/Dashboard1,rush1056,
DESIIndex_4,DESI Index,Dashboard1,93,0,Rushil Chhibber,rush1056,DESIIndex_4/sheets/Dashboard1,rush1056,
EnergyUseat10DowningStreet_5,Energy Use at 10 Downing Street,Dashboard1,325,1,Rushil Chhibber,rush1056,EnergyUseat10DowningStreet_5/sheets/Dashboard1,rush1056,
Min_andBelowMin_WagesinUSA,Min. and Below Min. Wages in USA,Dashboard1,277,3,Rushil Chhibber,rush1056,Min_andBelowMin_WagesinUSA/sheets/Dashboard1,rush1056,
HospitalERDashboardRWFD,Hospital ER Dashboard | #VOTD #RWFD ,Dash,17730,175,Mohit Maheshwari,mohit.maheshwari1602,HospitalERDashboardRWFD/sheets/Dash,mohit.maheshwari1602,VOTD
HelpDeskDashboard_16820050415830,Helpdesk Dashboard #RWFD,Dash,152,3,Mohit Maheshwari,mohit.maheshwari1602,HelpDeskDashboard_16820050415830/sheets/Dash,mohit.maheshwari1602,
SuperstoreDashboard-2022,Superstore Dashboard - 2022,Dash,466,3,Mohit Maheshwari,mohit.maheshwari1602,SuperstoreDashboard-2022/sheets/Dash,mohit.maheshwari1602,
HospitalityDashboardRWFD_16804593996990,Hospitality Dashboard | #RWFD,HospitalityDashboard,175,1,Mohit Maheshwari,mohit.maheshwari1602,HospitalityDashboardRWFD_16804593996990/sheets/HospitalityDashboard,mohit.maheshwari1602,
CallCenterDashboardRWFD_16764786251910,Call Center Dashboard | #RWFD,Dash,246,1,Mohit Maheshwari,mohit.maheshwari1602,CallCenterDashboardRWFD_16764786251910/sheets/Dash,mohit.maheshwari1602,
CarInsuranceDashboardRWFD_16751044082460,Car Insurance Dashboard #RWFD,Dash,407,5,Mohit Maheshwari,mohit.maheshwari1602,CarInsuranceDashboardRWFD_16751044082460/sheets/Dash,mohit.maheshwari1602,
CustomerSegmentation_16617790376690,Customer Segmentation,SpRocketCentralDashboard,119,0,Mohit Maheshwari,mohit.maheshwari1602,CustomerSegmentation_16617790376690/sheets/SpRocketCentralDashboard,mohit.maheshwari1602,
WorldIndicators_16559081250420,World Indicators,InternetUsage,117,0,Mohit Maheshwari,mohit.maheshwari1602,WorldIndicators_16559081250420/sheets/InternetUsage,mohit.maheshwari1602,
GlobalSuperstoreDataAnalysis_16559080764700,Global Superstore Data Analysis,ReturnsbyPostalCodes,193,0,Mohit Maheshwari,mohit.maheshwari1602,GlobalSuperstoreDataAnalysis_16559080764700/sheets/ReturnsbyPostalCodes,mohit.maheshwari1602,
CanYouCompareStateSalesPart2WOW2023W23,Can You Compare State Sales? | Part 2 | #WOW2023 W23,CanYouCompareStateSalesPart2WOW2023W23,12,0,Mehras,mehras,CanYouCompareStateSalesPart2WOW2023W23/sheets/CanYouCompareStateSalesPart2WOW2023W23,mehras,
ProgrammeforInternationalStudentAssessmentPISA,Programme for International Student Assessment (PISA),ProgrammeforInternationalStudentAssessment,36,0,Mehras,mehras,ProgrammeforInternationalStudentAssessmentPISA/sheets/ProgrammeforInternationalStudentAssessment,mehras,
CanYouCompareStateSalespart1WOW2023W11,Can You Compare State Sales? | part 1  #WOW2023 W11,CanYouCompareStateSalesPart1,19,0,Mehras,mehras,CanYouCompareStateSalespart1WOW2023W11/sheets/CanYouCompareStateSalesPart1,mehras,
YOUARELOVED,YOU ARE LOVED,YOUARELOVED,32,0,Mehras,mehras,YOUARELOVED/sheets/YOUARELOVED,mehras,
LambdaLiteraryAwardsFinalistsWinners,Lambda Literary Awards Finalists & Winners,LambdaLiteraryAwardsFinalistsWinners,876,15,Mehras,mehras,LambdaLiteraryAwardsFinalistsWinners/sheets/LambdaLiteraryAwardsFinalistsWinners,mehras,
FilteringHighlightingWOW2023W22,Filtering & Highlighting: #WOW2023 W22,FilteringHighlightingWOW2023W22,16,0,Mehras,mehras,FilteringHighlightingWOW2023W22/sheets/FilteringHighlightingWOW2023W22,mehras,
Profitvs_TargetwithToleranceWOW2023W21,Profit vs. Target (with Tolerance): #WOW2023 W21,ProfitvsTargetwithToleranceWOW2023W21,24,0,Mehras,mehras,Profitvs_TargetwithToleranceWOW2023W21/sheets/ProfitvsTargetwithToleranceWOW2023W21,mehras,
JitterflyChart_WOW23WK19,Jitterfly Chart: #WOW2023 W19,JitterflyChart_WoW23WK19,23,0,Mehras,mehras,JitterflyChart_WOW23WK19/sheets/JitterflyChart_WoW23WK19,mehras,
MakeoverMondayMetadataAnalysisLIVEinData23,Makeover Monday Metadata Analysis LIVE at #Data23,MakeoverMondayMetadataAnalysis,63,0,Mehras,mehras,MakeoverMondayMetadataAnalysisLIVEinData23/sheets/MakeoverMondayMetadataAnalysis,mehras,
PrimaryPurposeofCurrentVisittoLasVegas_16836982467260,Primary Purpose of Current Visit to Las Vegas LIVE at #Data23,PrimaryPurposeofCurrentVisittoLasVegas,45,0,Mehras,mehras,PrimaryPurposeofCurrentVisittoLasVegas_16836982467260/sheets/PrimaryPurposeofCurrentVisittoLasVegas,mehras,
BeeswarmLadataviz,Beeswarm (Ladataviz),BeeswarmLadataviz,13,0,Mehras,mehras,BeeswarmLadataviz/sheets/BeeswarmLadataviz,mehras,
FAOSTATPotatoesTomatoes,FAOSTAT: Potatoes & Tomatoes,FAOSTAT,29,0,Mehras,mehras,FAOSTATPotatoesTomatoes/sheets/FAOSTAT,mehras,
TOPHOSPITALSINTEXAS,TOP HOSPITALS IN TEXAS,TOPHOSPITALSINTEXAS,52,0,Mehras,mehras,TOPHOSPITALSINTEXAS/sheets/TOPHOSPITALSINTEXAS,mehras,
RetirementAgesAroundtheWorld_16817524619680,Retirement Ages Around the World,RetirementAgesAroundtheWorld,21,0,Mehras,mehras,RetirementAgesAroundtheWorld_16817524619680/sheets/RetirementAgesAroundtheWorld,mehras,
TheDougScore_16812347283040,The DougScore,TheDougScore,27,0,Mehras,mehras,TheDougScore_16812347283040/sheets/TheDougScore,mehras,
BumpChartLadataviz,Bump Chart (Ladataviz),Bump,35,0,Mehras,mehras,BumpChartLadataviz/sheets/Bump,mehras,
